,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
16866,0,0,1,64,15,9,0,1.0,0.5,0.45
16867,0,0,0,34,12,1,2,5.0,6.0,0.49
16868,1,0,0,46,17,1,2,5.0,6.9,0.51
16869,0,1,0,30,12,2,2,4.0,6.4,0.47
16870,0,0,0,53,5,5,2,4.0,5.8,0.38
16871,1,0,1,26,14,9,2,3.0,4.7,0.34
16872,0,1,0,23,6,3,2,5.0,6.1,0.45
16873,1,0,1,50,16,11,0,1.0,5.9,0.09
16874,0,0,0,25,18,12,2,5.0,5.8,0.53
16875,0,0,1,40,17,2,1,2.0,5.5,0.4
16876,0,1,1,24,8,7,2,4.0,4.4,0.45
16877,0,0,1,27,8,10,2,2.0,4.7,0.29
16878,0,0,1,42,13,2,2,3.0,3.4,0.26
16879,1,0,1,55,17,11,1,3.0,5.5,0.43
16880,1,1,0,32,3,2,2,2.0,1.6,0.09
16881,0,0,0,21,5,5,3,6.0,7.1,0.52
16882,0,1,0,57,14,0,4,6.0,8.3,0.67
16883,1,0,0,54,13,10,0,1.0,4.7,0.24
16884,1,1,0,53,2,9,3,6.0,5.5,0.43
16885,1,0,1,28,9,9,5,10.0,7.5,0.76
16886,1,0,0,63,10,3,5,10.0,8.8,0.96
16887,1,0,0,45,12,1,3,4.0,5.1,0.36
16888,1,0,0,27,14,9,2,4.0,6.4,0.6
16889,0,0,0,64,4,6,3,7.0,6.6,0.51
16890,0,1,0,24,9,1,5,10.0,9.7,0.88
16891,0,1,0,47,5,3,0,2.0,4.0,0.26
16892,0,1,0,34,7,5,3,7.0,7.6,0.71
16893,0,1,0,49,19,11,3,4.0,8.4,0.83
16894,0,0,0,22,14,3,3,8.0,8.7,0.82
16895,1,0,1,31,11,9,3,5.0,5.0,0.32
16896,0,0,0,24,2,6,4,9.0,8.1,0.8
16897,0,0,1,37,15,2,1,3.0,5.9,0.34
16898,1,0,0,48,18,1,3,5.0,5.9,0.38
16899,1,0,0,24,8,7,3,5.0,4.2,0.35
16900,1,0,1,56,8,8,1,4.0,5.2,0.34
16901,0,0,0,46,19,8,2,4.0,6.4,0.59
16902,0,1,1,40,5,8,2,3.0,3.9,0.17
16903,1,0,1,43,18,5,3,4.0,6.8,0.45
16904,1,0,1,43,10,12,2,4.0,6.4,0.47
16905,1,0,1,31,16,9,3,6.0,6.0,0.48
16906,0,0,0,24,18,4,2,4.0,7.0,0.52
16907,1,1,1,38,16,1,0,1.0,1.7,0.09
16908,0,1,0,22,10,0,2,4.0,8.0,0.66
16909,0,0,0,57,16,9,3,7.0,7.3,0.72
16910,0,1,1,62,10,12,2,4.0,5.6,0.52
16911,1,1,1,46,15,9,0,4.0,2.9,0.11
16912,1,0,0,38,13,9,2,5.0,6.2,0.45
16913,1,0,1,35,13,8,2,7.0,8.7,0.71
16914,0,1,0,48,9,12,3,5.0,6.5,0.43
16915,1,0,1,50,7,11,2,4.0,5.0,0.37
16916,1,0,0,53,10,1,1,1.0,0.9,0.45
16917,1,0,0,47,19,8,5,8.0,9.2,0.89
16918,1,0,0,37,7,0,3,7.0,5.9,0.61
16919,0,0,1,21,8,12,2,4.0,7.7,0.59
16920,1,1,1,62,15,11,2,5.0,6.3,0.5
16921,1,1,1,41,11,3,1,2.0,4.7,0.35
16922,0,0,1,32,17,7,3,6.0,7.5,0.56
16923,0,1,1,47,12,1,2,4.0,5.5,0.44
16924,1,0,1,46,9,3,1,3.0,4.3,0.34
16925,0,0,0,59,1,8,2,5.0,6.2,0.55
16926,1,0,1,42,9,2,3,5.0,5.1,0.45
16927,0,0,0,61,4,0,0,1.0,1.8,0.11
16928,1,0,1,33,12,7,0,1.0,2.3,0.18
16929,0,1,0,33,10,8,3,6.0,6.1,0.55
16930,0,1,1,47,17,10,2,4.0,6.5,0.51
16931,1,0,1,61,14,11,1,1.0,3.5,0.22
16932,0,1,1,53,1,9,3,6.0,8.3,0.7
16933,0,1,0,56,1,4,2,4.0,6.0,0.57
16934,0,1,0,28,10,10,2,5.0,5.7,0.42
16935,0,0,0,58,2,0,4,7.0,8.4,0.72
16936,1,0,0,46,6,10,2,6.0,7.4,0.53
16937,0,1,0,43,17,1,1,3.0,5.5,0.51
16938,0,0,0,32,14,10,3,5.0,5.5,0.44
16939,1,0,0,47,4,5,3,6.0,5.9,0.54
16940,1,1,1,52,14,11,2,4.0,5.1,0.48
16941,1,0,0,63,13,11,3,6.0,7.7,0.7
16942,0,1,0,52,15,3,4,8.0,7.4,0.45
16943,0,0,0,35,18,3,3,5.0,7.6,0.69
16944,0,0,1,32,14,3,3,7.0,7.9,0.62
16945,0,0,1,51,16,12,2,5.0,4.6,0.39
16946,1,1,1,57,20,10,3,6.0,6.9,0.62
16947,1,1,1,63,17,9,3,5.0,8.0,0.61
16948,0,1,1,52,18,3,2,4.0,4.5,0.29
16949,0,1,0,22,20,6,5,10.0,7.6,0.77
16950,0,1,1,28,5,12,4,7.0,8.0,0.7
16951,0,0,0,39,2,12,2,4.0,2.4,0.09
16952,1,0,1,55,8,10,1,2.0,4.3,0.2
16953,1,0,1,59,19,3,3,5.0,5.9,0.44
16954,1,0,0,26,4,6,0,1.0,4.6,0.3
16955,0,0,0,61,20,3,4,8.0,8.9,0.85
16956,1,0,1,45,9,9,0,1.0,5.9,0.01
16957,0,0,1,60,14,6,3,5.0,5.5,0.5
16958,0,1,0,48,4,2,3,7.0,7.5,0.52
16959,1,1,0,38,5,3,4,8.0,8.0,0.84
16960,1,0,0,62,10,3,0,1.0,0.7,0.06
16961,0,0,1,31,15,5,3,5.0,8.1,0.67
16962,1,1,0,47,1,7,2,4.0,6.4,0.57
16963,1,0,1,31,2,2,0,1.0,2.8,0.22
16964,1,0,0,33,19,11,1,3.0,5.9,0.11
16965,0,1,1,56,7,9,2,3.0,5.5,0.46
16966,1,0,1,24,3,2,2,2.0,4.1,0.23
16967,0,1,0,63,3,3,0,3.0,5.3,0.31
16968,1,1,1,37,8,6,3,7.0,8.8,0.8
16969,1,0,1,30,15,8,1,2.0,4.6,0.4
16970,1,0,0,62,2,11,2,4.0,7.6,0.62
16971,0,0,1,24,2,9,2,4.0,5.9,0.25
16972,0,1,1,27,8,8,2,4.0,6.8,0.65
16973,0,1,1,31,14,12,2,6.0,8.1,0.61
16974,1,0,1,63,4,2,1,1.0,2.1,0.09
16975,0,0,1,57,4,4,4,8.0,8.2,0.73
16976,1,0,1,39,11,0,0,1.0,4.2,0.22
16977,1,0,1,52,3,6,1,4.0,5.7,0.35
16978,0,1,1,37,4,2,1,2.0,5.2,0.34
16979,1,1,0,24,4,6,3,5.0,6.5,0.45
16980,1,1,0,47,6,6,1,5.0,5.6,0.53
16981,1,0,1,43,16,1,2,3.0,4.5,0.29
16982,1,0,0,38,11,1,3,5.0,8.0,0.64
16983,0,1,1,31,17,10,2,3.0,3.2,0.45
16984,0,0,0,34,20,1,3,5.0,6.4,0.61
16985,0,0,0,43,6,2,2,5.0,5.7,0.52
16986,1,0,0,55,12,6,2,6.0,6.8,0.56
16987,1,0,0,63,18,8,4,8.0,7.4,0.76
16988,1,0,1,62,12,6,2,4.0,4.2,0.23
16989,1,0,0,22,7,4,3,6.0,5.4,0.34
16990,1,0,0,55,2,0,1,2.0,5.9,0.28
16991,1,0,0,50,9,6,2,4.0,5.0,0.42
16992,0,0,1,44,8,10,1,2.0,4.4,0.28
16993,1,0,1,33,8,4,2,4.0,5.1,0.41
16994,0,0,1,63,2,3,4,7.0,7.1,0.54
16995,0,1,0,61,13,12,4,7.0,6.0,0.57
16996,1,0,1,55,14,5,4,9.0,5.9,0.81
16997,0,0,0,24,6,8,2,4.0,4.9,0.42
16998,1,0,0,28,14,2,3,6.0,9.1,0.82
16999,1,0,1,27,14,10,3,4.0,5.1,0.29
17000,0,0,1,62,1,2,2,6.0,7.8,0.61
17001,0,0,0,52,10,6,3,6.0,5.5,0.37
17002,1,1,0,42,19,11,1,2.0,5.1,0.29
17003,0,0,1,24,19,9,1,4.0,4.1,0.3
17004,1,1,1,42,19,6,1,4.0,5.1,0.45
17005,0,0,0,60,7,0,2,5.0,5.3,0.44
17006,0,0,1,60,13,7,1,1.0,4.4,0.45
17007,0,0,0,44,16,1,4,6.0,7.4,0.59
17008,1,1,1,44,3,11,2,5.0,7.2,0.49
17009,0,0,1,33,19,11,2,4.0,7.3,0.57
17010,0,0,1,47,19,12,3,7.0,5.9,0.85
17011,1,0,1,40,1,12,5,9.0,9.7,0.81
17012,1,0,0,30,14,5,4,7.0,6.2,0.49
17013,0,0,0,54,16,9,2,4.0,7.6,0.54
17014,0,0,0,57,11,1,2,5.0,5.9,0.51
17015,0,0,1,28,15,0,3,4.0,5.9,0.42
17016,0,0,0,28,17,6,3,6.0,7.9,0.68
17017,0,0,1,60,7,4,4,7.0,8.0,0.79
17018,0,1,0,33,12,4,4,7.0,7.6,0.72
17019,1,0,0,55,13,7,1,2.0,5.9,0.45
17020,0,0,0,43,16,10,2,4.0,2.7,0.18
17021,0,1,1,37,20,10,2,4.0,6.4,0.6
17022,0,1,1,29,3,5,2,5.0,6.9,0.48
17023,1,1,0,35,16,4,1,2.0,5.4,0.46
17024,1,0,1,30,14,7,1,2.0,4.7,0.39
17025,1,0,1,22,5,5,2,7.0,8.6,0.71
17026,1,0,1,44,3,0,3,5.0,6.6,0.48
17027,0,0,1,24,11,8,3,7.0,7.6,0.71
17028,1,1,1,24,3,3,0,2.0,3.0,0.15
17029,0,1,1,43,16,6,2,4.0,7.4,0.52
17030,1,0,0,42,13,6,2,3.0,5.9,0.45
17031,0,0,0,52,1,7,4,6.0,6.5,0.64
17032,1,1,0,24,7,6,2,6.0,6.9,0.57
17033,1,1,1,43,11,8,0,2.0,4.1,0.18
17034,1,1,1,55,15,4,3,6.0,4.9,0.31
17035,0,1,0,25,17,8,0,1.0,1.0,0.02
17036,0,0,1,24,15,7,2,4.0,5.8,0.45
17037,0,0,1,37,16,7,2,6.0,6.7,0.55
17038,1,0,0,51,17,4,3,7.0,8.1,0.69
17039,1,0,0,25,11,12,4,8.0,8.0,0.82
17040,1,1,0,58,12,11,1,2.0,2.2,0.15
17041,1,0,1,25,11,4,1,4.0,5.9,0.45
17042,1,0,1,43,16,6,2,4.0,6.2,0.45
17043,0,0,1,26,8,4,3,6.0,5.2,0.4
17044,1,0,0,48,16,10,3,5.0,7.5,0.54
17045,1,1,0,59,2,8,2,4.0,5.7,0.44
17046,0,0,0,33,10,10,3,7.0,7.5,0.66
17047,0,0,1,39,1,2,4,6.0,7.3,0.65
17048,0,1,0,23,14,10,4,7.0,7.5,0.68
17049,0,1,1,32,11,2,2,6.0,8.3,0.7
17050,0,0,0,64,16,8,3,6.0,5.9,0.54
17051,0,0,0,43,5,1,3,6.0,5.8,0.51
17052,1,0,1,63,17,6,4,6.0,8.0,0.45
17053,0,0,0,58,18,6,3,4.0,6.5,0.49
17054,0,0,1,45,16,2,3,6.0,8.8,0.78
17055,0,1,1,39,1,8,2,3.0,3.3,0.17
17056,1,1,1,61,15,8,1,3.0,2.7,0.16
17057,0,0,1,42,17,9,2,5.0,6.2,0.54
17058,1,0,0,54,8,11,1,2.0,3.2,0.15
17059,1,0,1,35,6,3,1,3.0,3.3,0.12
17060,1,1,0,22,16,6,3,6.0,6.0,0.55
17061,1,0,0,24,5,11,1,2.0,3.9,0.25
17062,0,1,0,58,9,11,3,5.0,6.5,0.52
17063,0,0,0,25,4,4,4,6.0,5.9,0.55
17064,1,0,1,24,16,3,1,2.0,5.3,0.46
17065,1,0,1,64,8,2,3,5.0,4.4,0.36
17066,1,1,0,64,9,8,3,5.0,4.9,0.41
17067,0,1,0,25,2,8,4,9.0,8.5,0.45
17068,1,1,0,39,6,9,4,7.0,7.2,0.74
17069,1,0,0,49,17,3,2,4.0,5.9,0.17
17070,1,1,0,43,19,8,3,5.0,5.9,0.33
17071,0,0,1,36,11,3,1,3.0,6.1,0.42
17072,1,0,0,52,19,8,2,5.0,6.1,0.52
17073,1,0,1,45,6,9,0,1.0,1.5,0.07
17074,0,1,0,31,3,0,4,8.0,8.0,0.69
17075,1,0,1,64,11,11,4,8.0,8.1,0.67
17076,0,0,1,63,1,1,1,3.0,4.1,0.22
17077,1,1,1,45,8,1,3,6.0,5.3,0.46
17078,1,0,1,28,6,8,0,1.0,5.9,0.13
17079,1,1,0,50,19,7,2,4.0,6.5,0.46
17080,1,1,0,55,13,0,2,6.0,6.7,0.55
17081,1,0,1,56,11,8,2,4.0,4.8,0.4
17082,0,0,1,36,9,5,3,7.0,5.9,0.78
17083,0,0,0,58,1,9,1,4.0,6.3,0.51
17084,1,1,0,55,7,11,3,6.0,6.0,0.47
17085,1,0,1,31,8,0,1,3.0,5.9,0.46
17086,0,1,1,36,5,10,1,2.0,4.2,0.27
17087,0,1,1,21,15,5,2,3.0,4.2,0.33
17088,1,1,1,57,6,3,0,1.0,3.6,0.14
17089,1,0,0,58,6,12,3,7.0,6.3,0.51
17090,1,1,0,44,5,12,3,5.0,4.7,0.45
17091,0,1,1,44,5,3,3,7.0,7.3,0.59
17092,0,0,0,29,7,5,3,7.0,7.4,0.62
17093,0,0,0,31,2,3,2,5.0,7.7,0.66
17094,0,0,1,49,2,7,0,1.0,2.3,0.05
17095,0,1,0,45,2,3,4,7.0,8.1,0.77
17096,1,1,0,33,17,7,3,6.0,9.2,0.45
17097,1,0,1,42,15,9,2,4.0,5.1,0.28
17098,0,1,1,54,3,7,3,6.0,6.9,0.46
17099,1,1,1,43,3,3,1,2.0,4.1,0.26
17100,0,0,1,54,18,0,3,7.0,8.8,0.79
17101,0,0,1,33,12,8,3,7.0,6.8,0.45
17102,1,0,1,61,4,9,3,5.0,6.0,0.43
17103,1,1,1,40,13,7,0,1.0,3.2,0.24
17104,0,0,1,43,11,10,2,5.0,8.0,0.59
17105,1,1,1,48,13,11,2,4.0,4.2,0.3
17106,1,1,1,37,3,4,5,9.0,9.6,0.88
17107,1,1,1,43,8,5,1,3.0,6.7,0.48
17108,0,0,1,27,16,10,3,6.0,5.1,0.35
17109,0,1,1,37,2,10,1,1.0,4.5,0.29
17110,0,0,0,60,16,12,1,3.0,3.8,0.29
17111,1,0,1,27,3,4,2,4.0,4.3,0.35
17112,0,1,1,53,6,0,4,7.0,7.3,0.7
17113,1,1,0,21,8,11,2,4.0,6.9,0.54
17114,1,1,1,59,2,3,1,3.0,3.5,0.3
17115,1,0,0,30,7,4,3,5.0,6.5,0.55
17116,0,0,1,33,18,7,2,4.0,4.0,0.3
17117,1,0,1,23,2,4,3,5.0,5.4,0.41
17118,1,0,1,44,2,9,1,1.0,1.3,0.08
17119,1,0,0,50,11,10,1,1.0,1.5,0.07
17120,1,0,0,43,17,5,0,3.0,4.4,0.3
17121,0,0,0,33,7,4,3,5.0,6.7,0.6
17122,1,0,1,28,8,11,2,4.0,3.5,0.3
17123,1,0,1,22,2,0,0,1.0,4.9,0.27
17124,1,0,0,65,14,4,1,3.0,5.3,0.36
17125,1,0,1,33,12,7,3,6.0,6.2,0.6
17126,1,0,1,41,7,0,0,1.0,0.2,0.45
17127,0,0,0,64,19,5,3,4.0,5.0,0.4
17128,0,1,1,23,7,5,1,1.0,4.1,0.28
17129,1,1,1,47,3,9,1,1.0,4.2,0.45
17130,0,0,1,54,1,6,2,5.0,3.6,0.31
17131,1,0,1,52,2,2,3,5.0,6.5,0.55
17132,0,1,0,30,13,1,2,5.0,6.8,0.45
17133,0,0,1,46,3,6,4,9.0,9.8,0.85
17134,1,1,0,53,12,7,2,3.0,5.3,0.38
17135,1,0,1,37,2,2,3,5.0,5.2,0.45
17136,1,1,0,47,9,2,2,2.0,4.4,0.26
17137,1,1,0,49,16,11,3,6.0,5.9,0.45
17138,1,1,0,34,10,3,3,6.0,8.3,0.63
17139,0,0,1,62,13,11,3,6.0,4.6,0.41
17140,0,0,1,58,4,9,5,9.0,7.8,0.78
17141,0,1,1,32,14,4,2,5.0,6.2,0.45
17142,0,0,1,52,1,12,2,2.0,3.7,0.45
17143,1,1,1,59,4,10,3,6.0,6.1,0.38
17144,0,1,0,52,5,7,4,8.0,6.7,0.55
17145,0,0,0,44,4,0,3,7.0,6.1,0.52
17146,1,0,0,46,11,7,3,6.0,7.0,0.55
17147,1,1,1,38,11,9,3,7.0,6.5,0.6
17148,1,1,1,40,17,6,3,8.0,5.9,0.75
17149,1,1,0,55,2,1,2,2.0,5.9,0.2
17150,1,0,1,47,13,12,3,5.0,6.0,0.46
17151,0,1,0,45,17,9,4,9.0,9.8,0.83
17152,1,1,0,26,20,6,2,2.0,2.1,0.17
17153,0,0,1,55,9,4,3,4.0,5.7,0.37
17154,1,0,1,38,20,1,0,1.0,5.9,0.04
17155,0,1,0,30,17,1,2,7.0,7.5,0.71
17156,0,1,0,43,1,0,3,6.0,7.0,0.63
17157,0,1,1,45,14,0,1,3.0,7.3,0.5
17158,0,0,1,59,20,0,1,4.0,5.9,0.42
17159,1,1,1,32,1,4,3,4.0,5.2,0.27
17160,1,0,1,50,17,11,3,4.0,6.3,0.4
17161,1,0,0,46,10,0,2,3.0,4.1,0.25
17162,1,0,0,31,4,2,2,3.0,3.9,0.31
17163,1,0,0,28,7,1,2,4.0,7.5,0.64
17164,0,0,1,36,20,4,2,4.0,4.9,0.31
17165,0,0,1,23,5,6,2,3.0,4.1,0.33
17166,0,0,1,54,19,1,2,5.0,6.6,0.62
17167,0,0,1,44,1,5,2,4.0,5.9,0.38
17168,1,1,1,21,20,10,2,3.0,6.1,0.41
17169,0,0,1,42,14,8,1,3.0,1.9,0.15
17170,1,0,0,30,17,0,2,4.0,3.9,0.22
17171,0,1,0,35,9,8,2,5.0,8.0,0.6
17172,0,1,1,53,9,8,3,6.0,8.4,0.69
17173,0,0,1,32,14,7,2,6.0,8.1,0.62
17174,0,1,0,26,20,1,3,7.0,10.0,0.93
17175,0,0,1,26,7,1,2,3.0,3.5,0.18
17176,1,1,0,21,16,8,2,6.0,5.9,0.57
17177,1,0,1,50,18,12,1,3.0,5.9,0.37
17178,1,0,1,28,6,1,2,4.0,5.9,0.45
17179,0,0,0,44,7,12,2,4.0,7.1,0.57
17180,1,0,0,65,8,2,2,4.0,5.9,0.45
17181,1,0,0,31,17,7,3,7.0,8.5,0.8
17182,1,1,1,22,13,4,3,6.0,5.2,0.45
17183,1,0,0,39,5,5,4,7.0,6.2,0.59
17184,0,1,0,54,10,0,2,3.0,4.1,0.25
17185,0,0,0,22,9,1,3,5.0,7.1,0.66
17186,0,1,1,23,1,4,2,3.0,4.2,0.45
17187,0,0,0,55,7,7,3,7.0,8.1,0.64
17188,0,0,0,24,16,7,0,1.0,0.9,0.08
17189,0,0,0,49,5,7,3,7.0,7.6,0.57
17190,1,0,1,35,18,0,2,4.0,5.4,0.49
17191,1,0,1,64,5,7,2,4.0,6.2,0.51
17192,0,1,0,56,11,7,3,7.0,8.6,0.66
17193,0,0,1,63,18,1,3,7.0,8.4,0.66
17194,0,1,0,25,19,3,5,8.0,5.9,0.74
17195,1,0,0,61,13,6,3,4.0,5.2,0.45
17196,1,0,0,27,8,10,2,5.0,4.9,0.45
17197,0,1,1,55,5,0,1,2.0,5.9,0.13
17198,0,1,1,65,18,8,2,2.0,4.6,0.27
17199,0,0,1,24,3,9,1,3.0,6.7,0.43
17200,0,0,0,22,4,11,3,6.0,8.4,0.68
17201,1,0,0,65,10,9,2,3.0,4.9,0.44
17202,0,0,0,30,10,6,1,2.0,3.9,0.24
17203,1,0,1,42,1,5,2,4.0,5.9,0.3
17204,1,0,1,52,16,9,2,4.0,4.6,0.29
17205,1,0,1,58,13,8,1,3.0,3.9,0.32
17206,1,0,1,56,5,9,1,4.0,6.0,0.41
17207,1,1,1,52,2,2,4,6.0,7.8,0.59
17208,0,0,1,60,20,2,1,2.0,6.6,0.48
17209,1,0,1,47,7,1,3,5.0,6.3,0.45
17210,1,0,1,34,6,2,3,5.0,5.2,0.49
17211,0,0,0,32,11,12,2,6.0,8.2,0.62
17212,1,0,0,30,16,6,3,4.0,5.8,0.34
17213,0,0,0,57,19,3,2,6.0,8.7,0.73
17214,1,0,0,41,17,10,1,4.0,4.7,0.45
17215,0,0,1,41,9,8,3,4.0,6.1,0.4
17216,0,1,0,33,12,10,2,4.0,7.9,0.61
17217,1,1,0,45,4,1,3,7.0,8.9,0.45
17218,0,0,1,58,14,3,3,6.0,6.4,0.61
17219,0,0,0,55,20,5,2,3.0,3.3,0.26
17220,0,0,0,47,13,5,3,6.0,6.3,0.53
17221,0,0,0,38,4,11,0,1.0,2.4,0.15
17222,1,0,0,33,14,11,1,1.0,3.8,0.16
17223,1,1,1,26,10,2,1,3.0,4.9,0.35
17224,1,0,1,52,1,9,2,3.0,6.2,0.5
17225,0,0,0,33,13,5,4,8.0,8.7,0.69
17226,0,0,1,24,16,8,4,8.0,7.4,0.57
17227,1,1,1,51,7,9,1,4.0,4.4,0.39
17228,1,0,1,43,4,1,0,2.0,5.9,0.15
17229,0,0,0,36,1,1,2,4.0,6.6,0.59
17230,1,0,1,50,20,11,2,4.0,6.9,0.53
17231,0,1,1,39,5,4,1,3.0,5.9,0.28
17232,0,1,0,21,20,4,3,8.0,8.4,0.8
17233,1,0,0,25,10,8,2,3.0,3.4,0.28
17234,0,0,0,53,5,5,0,1.0,5.9,0.45
17235,1,1,1,61,9,3,3,5.0,6.0,0.46
17236,0,1,0,57,20,0,2,6.0,7.3,0.71
17237,0,0,0,21,11,3,4,8.0,8.2,0.75
17238,1,0,1,60,2,1,1,4.0,5.1,0.3
17239,1,1,0,37,18,3,2,4.0,6.2,0.57
17240,1,0,1,25,18,0,3,4.0,5.6,0.42
17241,1,0,1,61,12,7,2,5.0,5.9,0.37
17242,1,1,1,36,1,3,1,4.0,6.7,0.45
17243,1,0,0,24,16,3,3,5.0,6.7,0.49
17244,0,1,0,37,14,11,3,4.0,7.2,0.61
17245,0,0,1,26,8,11,1,2.0,4.7,0.29
17246,0,0,1,35,17,8,2,5.0,4.3,0.36
17247,0,0,0,22,10,6,4,4.0,8.1,0.75
17248,1,0,0,31,4,10,4,8.0,8.5,0.88
17249,0,0,0,65,3,7,4,7.0,6.5,0.63
17250,0,1,1,55,3,0,1,1.0,2.7,0.09
17251,1,1,1,57,13,2,1,2.0,5.4,0.4
17252,1,1,1,24,4,3,0,1.0,2.9,0.18
17253,1,1,1,25,9,11,1,2.0,4.5,0.26
17254,0,0,0,22,4,8,0,1.0,2.0,0.14
17255,0,0,1,29,20,6,2,4.0,5.5,0.42
17256,0,1,0,65,1,9,2,3.0,3.6,0.2
17257,0,1,1,23,12,4,4,6.0,8.0,0.68
17258,0,1,1,23,17,0,2,4.0,4.3,0.25
17259,0,0,0,21,8,10,2,3.0,3.8,0.25
17260,0,0,0,31,6,11,3,6.0,7.6,0.58
17261,1,0,0,41,7,3,1,4.0,6.0,0.52
17262,0,0,0,49,6,11,4,4.0,8.0,0.74
17263,0,0,0,58,1,0,4,6.0,7.7,0.69
17264,0,1,0,34,7,4,4,7.0,5.9,0.62
17265,1,0,1,53,10,7,2,4.0,5.9,0.1
17266,0,1,0,22,10,5,1,4.0,5.9,0.52
17267,0,0,0,46,6,11,3,5.0,8.0,0.64
17268,1,1,1,37,3,4,1,4.0,4.6,0.4
17269,0,1,0,59,2,0,2,5.0,6.1,0.54
17270,0,1,1,45,3,6,2,7.0,7.9,0.71
17271,1,1,1,59,2,2,1,3.0,4.0,0.3
17272,1,1,1,42,17,11,0,1.0,2.7,0.13
17273,0,0,1,58,18,0,2,5.0,7.0,0.62
17274,0,0,0,24,6,3,2,4.0,4.5,0.35
17275,0,0,0,46,18,11,3,4.0,7.1,0.5
17276,0,0,1,47,19,8,3,4.0,6.1,0.5
17277,1,0,1,32,16,1,1,3.0,5.9,0.43
17278,1,1,0,25,16,8,3,6.0,6.8,0.6
17279,1,1,1,52,11,8,1,2.0,4.4,0.37
17280,0,1,0,33,18,0,1,3.0,5.6,0.34
17281,1,0,1,57,18,1,1,4.0,5.9,0.38
17282,0,0,1,44,17,4,3,6.0,7.3,0.55
17283,1,0,0,43,16,12,3,6.0,5.0,0.38
17284,1,0,0,53,14,6,3,7.0,7.2,0.73
17285,0,0,1,60,3,1,1,4.0,5.5,0.41
17286,0,1,1,38,8,7,3,4.0,5.5,0.45
17287,0,0,0,29,8,4,3,6.0,7.7,0.59
17288,1,0,0,65,6,8,2,3.0,4.5,0.26
17289,0,0,1,63,20,11,2,3.0,5.3,0.38
17290,1,1,1,56,8,7,2,5.0,5.9,0.37
17291,0,1,1,40,8,7,1,3.0,5.3,0.41
17292,0,1,1,62,2,9,3,6.0,6.0,0.57
17293,0,1,1,48,7,6,2,5.0,6.8,0.51
17294,1,1,0,22,16,7,2,6.0,6.6,0.51
17295,1,0,1,50,12,11,2,4.0,5.3,0.39
17296,0,0,0,39,11,11,1,3.0,5.5,0.46
17297,1,0,0,42,19,7,2,4.0,5.9,0.42
17298,1,0,0,54,19,8,2,2.0,4.3,0.27
17299,1,0,1,38,7,2,4,8.0,7.5,0.6
17300,0,0,1,29,13,12,3,6.0,6.1,0.5
17301,1,1,1,65,7,4,2,5.0,5.4,0.48
17302,1,1,1,32,3,2,3,6.0,5.1,0.4
17303,0,1,1,30,1,2,0,1.0,4.3,0.23
17304,1,0,0,30,16,8,3,7.0,9.4,0.45
17305,1,1,1,22,19,5,1,3.0,6.0,0.43
17306,0,1,1,46,2,4,3,5.0,5.9,0.52
17307,1,1,0,49,9,12,1,2.0,3.3,0.26
17308,1,1,1,52,2,1,1,3.0,5.9,0.34
17309,0,0,0,22,5,9,4,10.0,9.9,0.97
17310,0,0,1,50,20,9,2,3.0,5.6,0.49
17311,0,0,0,56,10,2,3,7.0,6.1,0.55
17312,1,1,0,27,17,11,3,4.0,5.9,0.36
17313,0,0,0,56,9,2,1,4.0,7.0,0.52
17314,1,0,1,59,18,6,3,4.0,5.9,0.4
17315,0,1,0,56,1,7,0,1.0,2.6,0.2
17316,0,0,1,55,13,9,3,8.0,8.5,0.77
17317,0,0,0,61,10,8,2,5.0,7.8,0.66
17318,1,0,0,30,3,1,3,6.0,4.3,0.36
17319,1,0,0,30,11,7,1,3.0,2.3,0.16
17320,1,1,1,53,16,6,2,4.0,5.9,0.45
17321,1,1,1,35,20,0,2,3.0,4.1,0.28
17322,0,0,0,37,10,0,2,4.0,7.1,0.58
17323,1,0,0,46,4,6,3,4.0,5.7,0.44
17324,1,0,0,57,19,5,2,4.0,6.5,0.64
17325,1,0,1,28,11,3,2,4.0,6.1,0.41
17326,0,0,0,59,8,4,4,7.0,8.3,0.72
17327,1,0,1,57,3,3,1,3.0,5.9,0.24
17328,0,0,1,24,8,6,3,5.0,6.8,0.65
17329,1,1,1,42,9,4,4,8.0,8.7,0.79
17330,1,0,0,26,18,12,1,2.0,5.9,0.28
17331,1,0,0,39,2,0,3,5.0,5.7,0.44
17332,1,0,0,23,7,2,2,5.0,6.7,0.63
17333,0,1,1,39,13,5,2,5.0,6.8,0.68
17334,1,1,1,64,5,3,2,4.0,7.3,0.53
17335,0,0,1,24,19,5,3,6.0,7.2,0.65
17336,1,0,1,65,7,11,2,3.0,5.9,0.4
17337,1,0,1,25,7,0,2,4.0,2.5,0.19
17338,0,0,0,29,14,4,5,10.0,8.9,0.85
17339,0,1,1,34,8,11,1,3.0,4.3,0.33
17340,0,1,1,60,11,2,2,3.0,3.1,0.25
17341,0,0,0,43,4,4,2,6.0,6.6,0.52
17342,1,0,0,58,2,10,4,7.0,7.9,0.68
17343,0,0,0,46,14,7,2,5.0,8.7,0.69
17344,1,0,0,24,18,4,3,5.0,5.6,0.41
17345,0,1,1,59,18,5,2,4.0,5.7,0.45
