,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score,Total_Days
21242,1,0,1,58,6,8,3,5.0,5.0,0.45,5059
21243,1,0,1,26,4,12,1,3.0,5.9,0.34,5126
21244,1,1,1,22,19,7,2,3.0,6.1,0.45,5138
21245,1,1,0,37,17,5,1,3.0,4.0,0.35,5262
21246,0,0,0,35,2,4,3,6.0,7.2,0.59,5196
21247,0,0,0,50,16,7,2,3.0,4.7,0.35,5153
21248,0,0,0,44,5,8,3,6.0,6.7,0.6,5158
21249,1,0,1,53,16,2,1,2.0,3.0,0.2,5169
21250,0,0,1,50,11,3,2,4.0,6.1,0.45,5173
21251,1,1,1,50,17,7,2,2.0,2.8,0.19,5383
21252,1,1,1,40,12,5,1,4.0,4.9,0.28,5357
21253,0,0,0,47,6,3,2,5.0,5.9,0.4,5368
21254,0,1,1,42,3,2,2,7.0,8.8,0.71,5220
21255,1,0,0,57,1,7,2,6.0,6.0,0.51,5284
21256,0,1,0,35,8,2,4,8.0,9.1,0.73,5069
21257,1,1,1,26,11,0,1,4.0,7.1,0.48,5166
21258,1,1,1,44,3,4,1,3.0,7.0,0.48,5163
21259,1,1,0,33,7,8,2,5.0,6.8,0.55,5372
21260,1,1,1,46,4,1,1,3.0,3.6,0.25,5346
21261,1,0,1,26,12,12,3,6.0,6.1,0.47,5340
21262,0,0,1,50,3,3,2,3.0,4.1,0.2,5123
21263,1,1,0,32,3,6,2,4.0,8.2,0.63,5277
21264,0,1,0,25,15,6,1,2.0,2.2,0.15,5353
21265,0,0,0,60,19,5,3,4.0,9.7,0.45,5345
21266,0,1,0,35,1,11,3,6.0,7.9,0.58,5273
21267,0,0,0,59,11,0,2,5.0,8.7,0.71,5257
21268,0,0,1,63,14,4,3,5.0,5.6,0.37,5394
21269,1,0,0,21,7,6,1,2.0,2.9,0.1,5403
21270,1,1,1,63,10,11,0,1.0,1.7,0.1,5115
21271,0,0,0,24,11,2,1,4.0,5.5,0.52,5281
21272,0,0,1,45,16,0,3,6.0,7.4,0.57,5122
21273,0,0,0,46,12,2,2,5.0,9.0,0.73,5074
21274,1,1,1,63,3,5,1,4.0,4.7,0.41,5396
21275,1,1,1,31,11,5,4,7.0,6.6,0.45,5264
21276,0,0,1,61,17,10,2,3.0,3.6,0.26,5056
21277,1,1,0,42,20,3,2,4.0,4.7,0.34,5192
21278,0,1,1,41,9,3,3,5.0,6.0,0.47,5296
21279,1,0,0,39,12,5,2,4.0,7.3,0.7,5277
21280,1,0,1,50,1,1,1,3.0,5.9,0.42,5398
21281,1,1,1,48,2,8,1,3.0,4.2,0.29,5169
21282,1,0,1,24,11,5,3,6.0,5.9,0.41,5290
21283,1,1,1,36,5,3,2,2.0,2.1,0.06,5059
21284,0,0,0,52,2,0,4,8.0,7.8,0.67,5281
21285,0,0,0,36,10,4,3,5.0,7.0,0.66,5308
21286,1,0,1,34,18,3,2,5.0,6.6,0.49,5113
21287,1,0,1,58,17,11,2,4.0,5.0,0.43,5298
21288,0,0,1,24,16,12,3,6.0,4.9,0.43,5338
21289,1,1,1,37,6,1,2,3.0,4.3,0.33,5278
21290,0,0,1,22,10,9,4,7.0,9.4,0.78,5286
21291,1,0,0,21,17,9,2,5.0,7.3,0.52,5331
21292,0,0,0,33,7,1,3,6.0,6.8,0.56,5412
21293,0,0,1,45,13,10,1,1.0,4.8,0.29,5191
21294,1,0,0,64,19,1,4,8.0,6.7,0.53,5215
21295,0,0,1,60,3,9,0,1.0,1.4,0.05,5223
21296,1,0,1,48,1,8,2,3.0,3.7,0.24,5326
21297,0,0,0,64,20,10,0,2.0,1.7,0.12,5103
21298,1,1,0,26,11,5,4,9.0,9.4,0.85,5407
21299,1,0,1,36,13,12,1,3.0,4.3,0.45,5365
21300,1,1,0,55,17,7,4,8.0,7.8,0.59,5178
21301,1,1,1,31,8,8,2,4.0,5.5,0.45,5150
21302,1,0,1,24,12,12,2,5.0,5.0,0.36,5363
21303,1,0,1,35,10,1,2,6.0,5.9,0.62,5146
21304,1,1,0,44,3,9,4,9.0,7.6,0.79,5226
21305,1,0,0,60,14,10,1,3.0,4.1,0.27,5082
21306,1,1,1,40,1,10,2,3.0,5.5,0.4,5076
21307,0,1,1,34,9,3,2,4.0,7.5,0.57,5182
21308,0,0,0,34,19,1,5,9.0,8.1,0.72,5395
21309,0,0,0,53,17,7,2,4.0,5.9,0.68,5276
21310,0,0,1,27,1,2,2,4.0,6.0,0.49,5280
21311,1,0,0,55,3,4,3,6.0,5.6,0.53,5060
21312,0,1,0,45,5,10,3,7.0,7.3,0.74,5093
21313,1,1,1,38,5,9,1,4.0,5.7,0.45,5163
21314,0,0,1,31,15,9,1,3.0,3.5,0.2,5271
21315,0,1,0,48,3,0,3,7.0,7.2,0.72,5276
21316,1,0,0,46,9,5,4,6.0,7.7,0.45,5398
21317,1,1,1,37,3,0,1,2.0,4.8,0.4,5223
21318,0,0,0,49,2,7,0,1.0,5.9,0.45,5371
21319,0,0,1,25,16,9,2,2.0,3.4,0.26,5195
21320,1,1,0,47,15,3,1,4.0,4.7,0.27,5319
21321,0,0,0,37,14,7,2,6.0,7.3,0.52,5232
21322,0,1,0,28,10,3,5,10.0,7.6,0.75,5409
21323,1,0,0,44,12,1,2,4.0,4.8,0.35,5308
21324,0,1,0,45,16,1,1,2.0,2.4,0.17,5394
21325,1,0,1,37,9,7,1,4.0,5.3,0.3,5207
21326,0,0,1,26,10,3,3,6.0,8.0,0.59,5298
21327,1,0,1,57,13,4,2,4.0,5.9,0.29,5312
21328,1,1,0,63,6,12,1,3.0,2.6,0.19,5343
21329,1,0,1,49,17,5,4,8.0,5.9,0.71,5293
21330,1,0,0,50,14,9,1,4.0,4.8,0.45,5216
21331,0,0,1,52,12,12,4,8.0,7.6,0.56,5326
21332,1,0,1,60,7,2,1,3.0,5.3,0.39,5246
21333,1,1,1,35,18,6,1,3.0,2.2,0.18,5353
21334,1,0,0,50,16,12,3,6.0,9.0,0.83,5175
21335,0,0,0,22,13,7,4,9.0,7.9,0.7,5309
21336,1,0,1,65,19,8,0,1.0,2.6,0.19,5207
21337,1,1,0,59,6,12,3,7.0,6.9,0.69,5385
21338,1,0,0,52,17,7,3,5.0,6.4,0.53,5373
21339,0,1,1,32,8,10,2,4.0,3.8,0.18,5153
21340,1,0,1,24,5,9,2,3.0,3.9,0.29,5260
21341,1,0,1,63,8,7,2,3.0,3.7,0.18,5158
21342,1,1,1,23,4,3,3,5.0,5.8,0.34,5406
21343,0,1,1,48,16,10,5,10.0,10.0,1.0,5113
21344,1,0,1,47,5,8,3,4.0,5.3,0.45,5304
21345,0,0,0,56,20,11,4,7.0,6.1,0.57,5165
21346,0,0,1,32,20,10,3,5.0,5.9,0.47,5150
21347,0,0,0,21,12,0,2,3.0,5.8,0.36,5245
21348,1,0,0,49,6,3,3,5.0,5.7,0.45,5280
21349,0,0,1,63,8,3,2,3.0,4.6,0.38,5373
21350,1,0,0,40,11,11,2,5.0,5.9,0.66,5285
21351,1,1,1,39,3,4,2,3.0,6.7,0.45,5386
21352,0,1,0,38,15,0,2,6.0,5.9,0.73,5338
21353,1,0,1,21,16,1,5,10.0,8.2,0.77,5365
21354,0,0,0,28,4,3,3,6.0,6.1,0.47,5163
21355,1,0,0,51,16,12,3,8.0,8.5,0.77,5112
21356,1,1,1,48,8,8,2,6.0,7.7,0.57,5367
21357,1,1,1,22,16,10,2,4.0,4.0,0.27,5151
21358,0,1,0,61,19,0,3,4.0,5.9,0.71,5209
21359,1,0,1,54,16,6,2,4.0,4.4,0.33,5065
21360,0,0,1,39,14,12,2,4.0,7.2,0.45,5389
21361,0,1,1,59,4,8,3,7.0,7.4,0.62,5257
21362,0,1,0,34,6,2,2,4.0,5.9,0.51,5407
21363,1,1,1,58,6,6,2,4.0,6.9,0.47,5371
21364,1,0,1,29,8,7,2,4.0,5.7,0.37,5086
21365,0,1,0,40,9,10,4,7.0,8.5,0.71,5340
21366,1,0,1,57,10,2,1,2.0,4.1,0.26,5244
21367,1,0,1,54,11,7,2,4.0,3.9,0.28,5357
21368,1,0,1,22,5,10,2,4.0,6.6,0.43,5090
21369,1,0,1,56,10,4,0,1.0,1.8,0.08,5164
21370,1,1,1,54,19,11,3,4.0,5.2,0.41,5397
21371,1,0,1,26,11,6,1,1.0,0.9,0.45,5152
21372,0,1,1,48,1,5,1,3.0,4.9,0.45,5125
21373,1,1,0,47,8,3,3,8.0,8.7,0.85,5090
21374,1,0,1,55,1,2,0,1.0,2.3,0.1,5249
21375,0,1,1,28,6,10,3,4.0,4.8,0.29,5309
21376,0,1,0,61,10,6,4,6.0,6.3,0.57,5150
21377,1,1,1,44,11,1,0,1.0,0.9,0.05,5412
21378,0,1,0,37,16,11,3,5.0,5.2,0.39,5198
21379,0,0,1,22,16,12,1,2.0,6.5,0.44,5137
21380,0,1,0,60,2,0,3,6.0,5.9,0.56,5130
21381,1,0,1,25,6,10,3,5.0,5.0,0.36,5345
21382,0,0,1,50,9,11,2,4.0,2.5,0.13,5149
21383,1,0,1,23,6,0,1,3.0,3.8,0.21,5164
21384,0,1,0,57,5,11,3,6.0,6.1,0.43,5400
21385,0,0,1,51,16,3,2,4.0,6.0,0.42,5191
21386,1,0,1,48,20,6,2,3.0,5.7,0.47,5411
21387,0,0,0,55,1,11,4,7.0,8.0,0.68,5237
21388,0,1,1,37,20,12,2,4.0,6.3,0.51,5158
21389,0,0,0,34,11,9,4,8.0,7.4,0.67,5282
21390,1,0,1,24,15,8,0,1.0,1.9,0.12,5209
21391,1,1,0,34,16,6,5,10.0,9.2,1.0,5146
21392,1,0,0,39,20,10,1,3.0,7.5,0.58,5391
21393,0,0,0,26,10,4,3,5.0,6.2,0.45,5376
21394,1,0,1,26,8,9,1,4.0,5.9,0.46,5263
21395,1,1,1,61,20,2,3,4.0,4.5,0.38,5329
21396,1,1,0,39,15,6,3,6.0,7.6,0.58,5261
21397,0,0,0,42,4,6,3,7.0,8.3,0.75,5220
21398,0,1,0,25,14,10,4,7.0,6.5,0.59,5299
21399,1,0,0,51,20,5,4,9.0,9.9,0.9,5097
21400,0,0,0,23,17,3,2,5.0,6.3,0.56,5261
21401,1,0,1,24,13,12,1,2.0,3.4,0.26,5240
21402,0,0,1,56,20,6,0,1.0,4.0,0.28,5112
21403,1,1,0,61,9,8,1,2.0,5.9,0.45,5234
21404,1,0,1,46,3,10,1,3.0,1.8,0.13,5163
21405,0,1,1,62,15,12,2,3.0,5.0,0.25,5401
21406,1,0,0,50,2,8,2,4.0,5.9,0.53,5217
21407,0,1,0,41,10,12,2,4.0,6.3,0.58,5228
21408,1,0,0,31,19,8,5,8.0,9.5,0.79,5405
21409,1,0,1,26,13,9,3,5.0,6.4,0.41,5302
21410,0,0,1,63,4,1,3,7.0,8.4,0.8,5243
21411,0,1,1,44,17,2,2,5.0,6.7,0.56,5069
21412,0,0,0,38,9,4,3,6.0,5.9,0.57,5158
21413,0,1,1,64,10,12,3,6.0,7.3,0.64,5285
21414,1,1,0,41,20,3,2,4.0,2.9,0.24,5112
21415,0,0,1,48,19,1,0,1.0,2.1,0.16,5298
21416,1,0,1,45,14,3,1,2.0,4.2,0.33,5228
21417,1,0,0,33,13,5,3,7.0,6.8,0.59,5309
21418,1,0,1,45,1,3,2,3.0,3.6,0.26,5276
21419,1,1,1,61,1,7,3,5.0,6.4,0.45,5188
21420,0,1,1,24,12,8,1,3.0,4.6,0.32,5192
21421,1,0,1,28,18,3,2,3.0,5.2,0.47,5249
21422,1,0,1,28,10,2,0,1.0,5.9,0.26,5392
21423,0,1,0,55,6,0,2,4.0,7.5,0.55,5314
21424,0,0,0,42,16,2,2,4.0,3.9,0.27,5341
21425,0,1,1,47,9,1,1,4.0,2.7,0.16,5315
21426,1,1,0,35,13,12,1,4.0,6.6,0.49,5357
21427,1,0,1,62,9,8,3,4.0,5.1,0.43,5322
21428,0,1,1,40,13,2,3,7.0,7.2,0.51,5194
21429,1,1,1,30,8,12,1,1.0,2.7,0.09,5062
21430,1,1,1,40,14,4,2,3.0,4.0,0.3,5101
21431,1,1,0,39,20,1,1,1.0,3.9,0.22,5367
21432,0,1,1,46,9,7,2,4.0,5.9,0.43,5100
21433,0,0,0,39,11,12,2,4.0,4.5,0.35,5078
21434,1,0,1,59,4,11,2,3.0,3.6,0.3,5067
21435,1,0,1,63,3,6,1,4.0,5.6,0.42,5320
21436,0,0,0,42,17,9,3,5.0,8.3,0.64,5313
21437,0,1,0,37,4,4,2,4.0,6.2,0.59,5108
21438,1,0,0,26,4,12,3,5.0,5.8,0.56,5407
21439,1,0,1,47,11,8,2,3.0,4.4,0.23,5276
21440,0,1,0,33,8,2,1,2.0,5.1,0.35,5359
21441,0,0,0,36,4,11,0,2.0,5.9,0.2,5313
21442,1,0,0,56,9,8,2,4.0,5.5,0.36,5165
21443,1,1,0,31,8,11,2,4.0,5.9,0.53,5303
21444,1,1,1,34,9,4,3,6.0,5.0,0.43,5243
21445,0,0,1,64,19,4,2,2.0,3.7,0.28,5070
21446,1,1,0,59,15,10,2,4.0,6.2,0.58,5060
21447,0,1,1,46,12,0,1,3.0,5.2,0.38,5198
21448,0,1,0,43,18,8,0,1.0,3.6,0.17,5132
21449,1,0,1,21,4,3,1,2.0,5.5,0.41,5259
21450,1,1,1,45,7,6,2,4.0,4.2,0.3,5357
21451,1,0,1,62,1,6,2,2.0,4.4,0.22,5386
21452,1,1,1,35,16,5,3,6.0,7.3,0.53,5181
21453,1,0,0,61,7,6,4,7.0,8.3,0.67,5347
21454,0,0,1,48,15,8,2,3.0,4.9,0.29,5096
21455,0,0,0,25,16,10,2,5.0,5.9,0.55,5195
21456,0,0,1,25,17,0,1,2.0,4.4,0.25,5155
21457,0,0,0,42,16,11,4,7.0,7.1,0.45,5145
21458,1,0,1,51,4,1,0,1.0,3.3,0.22,5389
21459,0,1,1,35,8,11,3,5.0,5.9,0.53,5209
21460,1,0,1,25,6,9,3,4.0,5.9,0.43,5290
21461,0,0,1,53,7,11,1,4.0,5.4,0.3,5099
21462,1,0,1,56,6,8,1,4.0,3.7,0.25,5197
21463,0,1,0,49,10,11,2,4.0,7.3,0.6,5213
21464,1,0,0,49,8,10,0,1.0,5.9,0.45,5106
21465,1,0,1,59,9,9,3,7.0,5.8,0.56,5217
21466,0,1,1,60,20,4,3,5.0,7.8,0.66,5223
21467,1,1,0,35,5,4,3,6.0,7.1,0.51,5182
21468,1,1,1,51,14,2,2,3.0,4.1,0.26,5247
21469,0,0,0,36,2,0,2,3.0,5.9,0.27,5305
21470,0,1,0,56,18,0,4,6.0,8.0,0.64,5314
21471,0,0,1,28,7,3,3,4.0,9.5,0.79,5285
21472,1,1,1,28,11,8,3,6.0,5.3,0.33,5084
21473,1,1,1,29,5,7,2,4.0,6.6,0.43,5105
21474,1,0,1,26,4,12,1,2.0,4.8,0.43,5229
21475,1,1,0,57,13,2,3,7.0,6.5,0.62,5137
21476,1,1,1,21,9,2,2,4.0,4.6,0.35,5342
21477,1,1,0,48,16,12,2,4.0,6.8,0.46,5197
21478,1,0,0,65,1,6,1,3.0,6.8,0.49,5049
21479,0,1,0,64,3,11,2,5.0,6.3,0.54,5060
21480,0,0,1,46,8,4,3,6.0,8.1,0.66,5406
21481,0,0,1,58,1,7,4,7.0,7.7,0.56,5366
21482,0,0,1,45,9,3,4,7.0,7.3,0.57,5307
21483,1,0,1,39,4,10,3,5.0,5.1,0.43,5410
21484,0,0,1,24,8,1,3,6.0,5.7,0.5,5129
21485,0,0,0,41,10,11,2,5.0,6.3,0.49,5299
21486,1,0,1,31,3,1,1,3.0,5.9,0.45,5055
21487,1,1,0,59,7,12,2,4.0,6.2,0.45,5230
21488,1,1,0,30,12,1,3,6.0,5.1,0.47,5139
21489,1,0,0,48,1,9,3,8.0,7.8,0.82,5156
21490,0,0,0,29,10,0,2,6.0,6.7,0.57,5172
21491,1,0,1,25,1,3,2,3.0,3.4,0.23,5065
21492,1,1,1,25,16,1,4,8.0,8.5,0.68,5106
21493,1,0,1,30,18,6,1,2.0,0.1,0.02,5336
21494,0,1,1,38,11,6,4,7.0,8.0,0.6,5200
21495,1,1,0,47,7,0,2,3.0,6.2,0.38,5147
21496,1,1,1,37,1,5,3,5.0,5.8,0.42,5399
21497,1,0,1,49,7,8,2,5.0,4.7,0.4,5171
21498,0,1,0,37,8,10,2,4.0,5.2,0.3,5191
21499,0,1,0,32,6,2,2,4.0,4.0,0.31,5342
21500,0,1,0,48,3,8,3,5.0,7.9,0.65,5367
21501,0,1,1,35,12,3,3,6.0,4.9,0.38,5085
21502,1,0,1,24,5,6,4,8.0,8.6,0.8,5074
21503,1,1,1,51,4,12,4,9.0,9.7,0.83,5308
21504,1,1,0,28,18,9,3,6.0,5.8,0.52,5314
21505,1,1,1,44,9,4,2,4.0,7.1,0.5,5387
21506,0,0,1,22,7,0,3,6.0,7.7,0.58,5292
21507,0,0,0,55,13,9,2,4.0,5.9,0.45,5377
21508,1,1,1,24,2,7,1,2.0,5.2,0.32,5180
21509,0,0,0,22,19,3,0,2.0,2.9,0.13,5225
21510,0,0,0,30,10,9,4,8.0,7.2,0.63,5078
21511,1,1,0,39,13,8,2,3.0,3.9,0.24,5308
21512,0,1,1,54,19,3,0,1.0,5.3,0.34,5350
21513,1,1,1,49,5,9,3,4.0,5.4,0.49,5321
21514,1,1,1,31,7,8,0,1.0,5.9,0.09,5260
21515,0,0,0,27,14,11,1,2.0,3.8,0.29,5395
21516,1,0,1,62,1,8,2,3.0,5.2,0.34,5331
21517,0,0,0,38,8,2,1,4.0,3.7,0.3,5068
21518,1,0,0,28,20,3,2,4.0,3.2,0.25,5145
21519,0,1,0,52,20,2,3,7.0,6.9,0.54,5220
21520,0,0,0,64,4,7,2,4.0,6.1,0.4,5220
21521,1,1,0,45,15,2,0,4.0,3.6,0.45,5143
21522,0,0,0,58,10,9,3,6.0,5.1,0.3,5333
21523,0,1,0,37,14,1,1,1.0,3.8,0.18,5311
21524,0,0,0,41,12,0,2,4.0,4.0,0.26,5326
21525,1,0,1,39,12,10,1,1.0,2.7,0.18,5293
21526,1,0,1,47,15,12,1,2.0,3.6,0.28,5304
21527,0,1,1,47,9,6,1,2.0,3.9,0.22,5294
21528,0,0,0,61,17,0,4,8.0,8.9,0.71,5346
21529,0,0,0,57,13,9,2,5.0,5.7,0.45,5338
21530,0,0,0,21,15,1,2,5.0,4.4,0.34,5142
21531,1,0,1,56,4,12,2,3.0,5.9,0.36,5050
21532,0,0,1,47,16,12,2,5.0,7.1,0.53,5181
21533,0,0,0,28,17,12,1,1.0,3.1,0.22,5398
21534,1,1,1,30,17,11,0,1.0,0.6,0.03,5168
21535,0,0,0,21,3,6,4,8.0,7.5,0.7,5383
21536,1,0,1,47,12,7,1,4.0,5.6,0.38,5119
21537,1,1,0,37,10,0,1,2.0,5.8,0.36,5129
21538,0,0,0,60,19,7,3,6.0,7.7,0.68,5407
21539,1,0,1,38,5,1,2,3.0,6.3,0.5,5194
21540,1,1,1,46,17,8,4,8.0,6.1,0.6,5210
21541,1,1,1,39,17,0,3,5.0,3.2,0.27,5391
21542,0,0,0,42,11,1,2,4.0,4.2,0.31,5309
21543,0,0,0,27,17,1,4,7.0,7.7,0.74,5157
21544,0,0,1,47,11,6,2,5.0,3.7,0.31,5091
21545,1,0,1,52,8,6,1,2.0,4.7,0.29,5132
21546,1,1,0,41,16,8,2,5.0,8.4,0.71,5168
21547,1,0,1,37,20,3,2,3.0,4.5,0.37,5104
21548,1,1,1,50,7,7,3,6.0,5.0,0.45,5297
21549,1,1,0,26,2,11,3,7.0,5.7,0.53,5294
21550,0,1,0,63,20,5,3,6.0,7.3,0.63,5117
21551,1,0,1,38,13,7,1,4.0,6.1,0.38,5253
21552,0,0,0,28,8,7,0,4.0,2.2,0.17,5344
21553,1,0,1,64,20,3,4,8.0,7.8,0.6,5232
21554,0,1,0,31,7,3,2,3.0,3.5,0.17,5321
21555,0,0,0,40,18,8,4,7.0,7.4,0.52,5384
21556,0,1,1,49,16,5,2,4.0,4.7,0.38,5303
21557,0,0,1,40,4,2,3,8.0,7.4,0.72,5066
21558,1,1,1,63,8,9,1,3.0,4.1,0.19,5137
21559,1,0,1,30,6,8,3,5.0,6.4,0.41,5305
21560,0,0,1,60,12,4,2,3.0,5.2,0.28,5375
21561,0,1,1,32,17,4,4,7.0,7.8,0.77,5251
21562,1,0,1,37,10,12,4,8.0,8.9,0.74,5205
21563,1,1,0,33,4,10,2,5.0,5.9,0.65,5129
21564,0,0,0,53,10,3,3,5.0,7.0,0.47,5128
21565,0,0,1,60,6,4,3,4.0,5.5,0.49,5122
21566,0,0,1,45,15,7,4,7.0,6.8,0.65,5294
21567,0,0,0,22,10,8,2,5.0,4.2,0.35,5141
21568,1,0,0,38,10,1,4,8.0,8.4,0.77,5266
21569,1,0,1,29,9,4,3,5.0,4.6,0.34,5395
21570,1,0,0,34,9,7,2,4.0,6.9,0.6,5117
21571,0,0,1,21,3,3,1,3.0,5.7,0.5,5374
21572,0,0,1,27,12,4,4,9.0,9.0,0.73,5314
21573,0,0,0,63,16,4,4,7.0,7.2,0.62,5104
21574,0,1,0,34,15,10,1,2.0,5.5,0.4,5217
21575,1,1,1,41,13,1,3,5.0,6.8,0.58,5320
21576,0,1,0,38,17,12,5,8.0,9.5,0.82,5151
21577,1,0,0,45,13,12,2,5.0,5.8,0.39,5243
21578,0,1,1,53,4,5,1,3.0,5.0,0.37,5373
21579,0,1,1,26,9,11,2,5.0,5.0,0.33,5073
21580,1,0,0,45,13,12,5,10.0,9.9,1.0,5275
21581,1,1,0,44,3,2,4,9.0,8.1,0.81,5288
21582,1,1,1,54,15,9,2,2.0,2.5,0.16,5397
21583,0,0,0,48,17,4,3,5.0,5.9,0.56,5201
21584,1,0,1,65,11,1,1,3.0,6.3,0.45,5270
21585,1,1,1,27,11,4,2,3.0,4.3,0.26,5263
21586,0,0,1,34,7,0,2,3.0,5.3,0.37,5401
21587,1,0,1,53,8,5,1,4.0,5.0,0.37,5411
21588,1,0,0,41,14,10,1,4.0,5.9,0.39,5143
21589,1,0,1,25,17,6,3,5.0,5.9,0.44,5066
21590,1,0,1,42,10,3,2,3.0,5.9,0.34,5412
21591,1,1,1,23,1,12,3,4.0,6.7,0.47,5292
21592,0,1,0,55,12,6,2,5.0,6.5,0.52,5352
21593,0,1,1,47,5,2,3,7.0,5.9,0.81,5409
21594,0,1,0,40,13,7,4,7.0,6.8,0.61,5284
21595,1,0,1,51,13,4,3,6.0,5.3,0.42,5172
21596,1,1,0,24,11,9,3,6.0,6.5,0.48,5345
21597,1,0,1,41,18,11,1,1.0,2.5,0.16,5284
21598,1,0,0,51,3,2,2,5.0,5.2,0.32,5347
21599,1,0,0,21,8,3,2,6.0,5.9,0.58,5273
21600,0,0,1,42,4,10,2,3.0,5.9,0.25,5301
21601,1,1,0,52,2,7,2,3.0,4.0,0.33,5141
21602,0,0,0,50,10,5,4,6.0,6.0,0.58,5293
21603,1,1,1,58,17,6,1,3.0,4.2,0.32,5320
21604,1,1,0,61,14,11,1,4.0,5.0,0.46,5349
21605,0,0,1,39,16,12,1,1.0,3.9,0.29,5192
21606,0,0,0,26,16,5,2,6.0,5.9,0.57,5377
21607,0,0,0,35,6,3,4,7.0,9.0,0.78,5303
21608,1,1,1,21,7,1,2,3.0,5.9,0.16,5168
21609,1,0,1,29,19,8,3,4.0,6.2,0.47,5157
21610,0,0,0,36,5,8,2,6.0,7.1,0.7,5175
21611,1,1,0,47,6,0,3,6.0,8.0,0.66,5263
21612,0,1,1,31,7,9,1,2.0,0.4,0.45,5261
21613,1,0,1,26,20,8,1,1.0,2.0,0.04,5147
21614,1,0,1,51,20,1,1,3.0,5.3,0.29,5211
21615,0,0,0,61,4,8,3,6.0,5.9,0.66,5411
21616,1,1,0,23,9,2,3,4.0,5.6,0.43,5278
21617,1,1,0,52,9,12,2,4.0,4.5,0.4,5329
21618,0,0,1,30,18,11,1,2.0,1.1,0.04,5257
21619,0,0,1,50,20,2,1,3.0,5.8,0.34,5228
21620,1,0,0,27,18,0,2,3.0,4.8,0.38,5260
21621,0,0,0,21,14,9,3,6.0,7.4,0.54,5256
21622,0,0,0,62,16,3,2,5.0,6.5,0.41,5187
21623,0,1,0,42,16,10,3,5.0,6.4,0.42,5140
21624,0,0,0,62,8,7,3,5.0,5.7,0.52,5185
21625,1,0,1,59,15,12,1,3.0,4.2,0.34,5393
21626,0,0,0,43,4,2,2,4.0,7.8,0.72,5090
21627,0,1,1,46,19,0,2,3.0,5.2,0.44,5257
21628,1,0,1,43,12,7,1,2.0,4.9,0.37,5127
21629,1,0,1,47,8,6,2,4.0,7.3,0.5,5282
21630,0,1,1,46,5,7,2,3.0,2.0,0.45,5069
21631,0,1,1,38,11,4,2,4.0,5.3,0.45,5390
21632,0,1,0,57,18,0,3,4.0,5.5,0.46,5224
21633,0,1,1,65,17,6,2,5.0,7.2,0.51,5064
21634,1,0,1,43,4,6,3,4.0,5.4,0.47,5160
21635,0,1,0,54,13,11,3,7.0,6.8,0.63,5330
21636,1,0,1,43,2,0,2,3.0,4.7,0.39,5129
21637,0,0,0,35,20,2,3,5.0,7.2,0.52,5337
21638,0,1,0,45,10,8,4,7.0,9.4,0.88,5294
21639,0,0,0,54,17,2,1,1.0,5.9,0.45,5301
21640,0,0,1,59,9,12,2,5.0,6.5,0.46,5322
21641,0,0,1,53,10,4,3,6.0,7.2,0.65,5390
21642,1,0,1,32,13,10,3,6.0,5.8,0.5,5049
21643,1,0,0,45,6,10,2,5.0,8.0,0.64,5373
21644,0,0,0,46,15,1,4,8.0,9.4,0.81,5284
21645,1,0,0,39,17,4,0,2.0,3.1,0.12,5194
21646,1,0,0,25,7,10,1,4.0,5.2,0.47,5192
21647,1,0,1,51,13,8,1,4.0,4.0,0.22,5317
21648,1,0,0,59,13,7,5,10.0,5.9,0.97,5241
21649,0,0,1,64,13,0,2,4.0,5.2,0.34,5253
21650,0,1,1,21,20,4,2,1.0,2.2,0.09,5154
21651,0,0,0,58,3,4,2,4.0,5.8,0.38,5130
21652,0,0,0,40,13,10,2,4.0,7.0,0.51,5078
21653,1,0,1,37,3,5,2,3.0,3.2,0.45,5404
21654,1,0,1,56,7,10,2,4.0,5.3,0.37,5205
21655,0,0,1,37,2,8,4,8.0,7.6,0.65,5282
21656,1,0,0,65,14,8,2,4.0,7.1,0.63,5278
21657,1,0,1,56,1,12,2,4.0,5.3,0.46,5249
21658,1,0,1,50,19,4,0,1.0,1.6,0.02,5376
21659,0,0,1,48,3,7,3,6.0,6.6,0.5,5273
21660,1,1,1,37,1,9,2,5.0,6.5,0.49,5334
21661,1,1,1,57,14,10,2,3.0,4.6,0.36,5120
21662,1,0,0,54,8,0,2,2.0,4.5,0.27,5132
21663,1,1,0,62,6,8,3,6.0,5.9,0.53,5159
21664,0,1,0,56,2,9,3,6.0,6.3,0.52,5389
21665,0,1,0,61,8,11,3,6.0,6.1,0.52,5129
21666,0,0,1,38,11,1,1,1.0,2.2,0.14,5090
21667,0,0,1,58,7,7,2,5.0,5.9,0.68,5332
21668,0,0,0,47,4,0,3,7.0,8.4,0.65,5273
21669,1,0,0,50,12,9,1,4.0,5.5,0.34,5056
21670,1,0,1,37,3,6,2,5.0,5.3,0.5,5241
21671,0,0,0,58,19,2,1,2.0,5.9,0.43,5131
21672,0,0,0,26,16,9,1,3.0,4.8,0.36,5245
21673,1,0,1,24,13,7,3,6.0,4.8,0.41,5334
21674,1,0,1,39,13,5,3,8.0,9.2,0.95,5208
21675,1,0,0,39,2,10,3,7.0,8.6,0.68,5104
21676,0,0,1,56,19,6,0,2.0,3.1,0.18,5388
