Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
0,0,1,42,3,12,3,6.0,7.1,0.57
1,0,1,64,2,10,1,2.0,5.9,0.41
0,1,0,35,1,8,2,6.0,6.2,0.52
0,0,1,62,6,7,3,6.0,7.0,0.6
0,1,0,52,10,3,2,5.0,5.9,0.59
1,0,1,36,6,5,1,3.0,3.7,0.18
0,0,1,59,12,0,2,3.0,3.8,0.17
1,1,1,41,10,6,3,5.0,7.7,0.58
0,0,0,42,15,12,2,5.0,7.7,0.63
1,1,1,22,17,2,1,3.0,3.0,0.15
0,1,0,49,19,8,2,2.0,3.6,0.23
1,0,1,40,5,2,0,1.0,0.2,0.45
1,0,0,56,4,7,2,4.0,5.9,0.63
1,0,1,64,7,5,2,4.0,4.2,0.32
1,1,1,58,13,4,2,5.0,6.0,0.56
0,0,1,48,2,1,4,8.0,8.4,0.84
1,0,1,55,6,8,3,6.0,4.9,0.41
0,1,0,24,20,9,0,1.0,5.3,0.28
0,0,0,53,3,5,3,5.0,5.2,0.37
1,1,0,54,2,4,2,5.0,5.6,0.38
0,0,1,62,14,11,3,6.0,5.8,0.45
1,0,0,41,19,8,2,6.0,7.2,0.59
1,0,0,27,13,7,2,4.0,7.2,0.59
1,0,1,44,5,0,2,4.0,5.5,0.31
0,0,1,38,7,0,1,2.0,4.8,0.37
0,1,0,45,5,9,5,4.0,10.0,0.45
1,0,1,64,16,8,4,8.0,8.3,0.73
0,1,1,45,2,6,3,6.0,6.5,0.51
1,0,0,26,4,6,4,8.0,7.7,0.62
0,0,1,53,6,0,3,5.0,5.9,0.31
1,0,1,27,2,6,1,1.0,1.2,0.02
0,0,0,41,15,6,3,5.0,6.0,0.51
0,1,0,22,20,6,3,7.0,6.5,0.45
1,0,0,64,14,12,3,4.0,6.7,0.51
1,0,0,38,7,3,4,7.0,7.3,0.59
1,0,0,21,14,8,3,6.0,6.4,0.53
1,1,0,64,20,1,5,9.0,8.6,0.89
0,0,1,25,16,2,1,3.0,5.9,0.52
1,1,1,27,5,8,0,4.0,0.4,0.45
1,0,0,36,14,5,4,6.0,7.3,0.64
1,0,1,22,7,2,0,2.0,2.2,0.14
0,0,1,26,6,3,4,8.0,5.9,0.45
1,0,1,58,7,3,3,4.0,4.7,0.42
0,0,0,41,5,12,3,6.0,7.1,0.56
0,0,0,59,2,0,3,7.0,6.8,0.53
0,0,1,48,11,10,2,4.0,5.3,0.34
1,1,1,48,16,2,0,2.0,5.9,0.19
1,0,0,33,4,1,2,2.0,4.2,0.28
1,0,1,27,18,0,2,4.0,5.0,0.39
1,1,1,65,8,10,1,1.0,3.3,0.24
1,1,0,36,13,10,2,5.0,6.2,0.47
0,0,0,37,15,3,4,7.0,7.5,0.64
0,0,1,48,8,12,1,2.0,3.2,0.19
1,1,1,49,7,8,4,9.0,9.1,0.83
1,0,0,36,8,12,2,5.0,5.6,0.52
1,1,0,47,6,6,2,6.0,7.6,0.6
1,0,0,46,17,6,4,8.0,7.7,0.75
1,0,1,45,6,11,2,4.0,6.8,0.45
0,0,0,25,18,8,3,4.0,5.9,0.42
0,0,1,48,7,7,4,4.0,6.7,0.59
0,0,0,40,20,8,2,6.0,6.5,0.51
1,1,0,44,11,2,3,5.0,4.4,0.36
1,0,1,28,16,5,2,1.0,1.4,0.1
1,0,1,38,10,10,4,7.0,6.6,0.53
1,0,1,29,19,6,2,4.0,5.9,0.51
0,1,1,43,14,10,1,2.0,4.0,0.27
0,0,1,53,16,2,1,2.0,0.4,0.45
0,1,1,52,20,8,4,9.0,8.7,0.86
1,0,1,63,20,9,2,5.0,5.9,0.43
0,0,0,50,13,9,3,6.0,6.1,0.58
0,0,1,59,18,5,3,6.0,8.3,0.67
0,0,0,22,4,4,4,7.0,8.0,0.63
1,0,0,52,15,5,2,5.0,7.5,0.55
1,1,0,42,14,10,4,7.0,6.4,0.62
0,0,0,46,16,9,3,6.0,6.0,0.56
1,1,0,31,6,0,3,5.0,6.2,0.5
0,0,1,31,8,11,0,1.0,2.4,0.17
0,0,1,54,12,8,2,4.0,3.6,0.31
0,1,0,33,1,8,4,8.0,6.4,0.57
1,0,1,26,7,0,1,2.0,5.9,0.17
0,0,1,34,8,12,3,5.0,5.7,0.44
1,1,0,55,19,11,3,6.0,7.0,0.65
0,0,0,23,3,6,2,4.0,6.1,0.57
1,1,1,50,12,9,4,9.0,7.8,0.76
0,1,1,57,1,10,2,5.0,8.1,0.65
0,1,0,61,10,6,3,7.0,5.9,0.63
1,1,0,41,7,12,2,3.0,6.3,0.5
1,0,0,62,10,2,1,3.0,3.4,0.24
0,0,1,59,19,2,3,6.0,7.6,0.68
0,0,1,58,11,12,1,2.0,5.2,0.32
0,1,0,25,7,6,3,6.0,8.3,0.63
0,0,0,37,19,3,2,5.0,3.7,0.31
0,1,0,40,3,12,2,6.0,5.9,0.51
1,0,1,42,12,12,4,4.0,7.2,0.66
1,0,0,38,20,7,2,4.0,6.8,0.56
0,0,1,46,10,0,0,1.0,3.3,0.15
1,1,1,34,16,6,1,1.0,4.2,0.22
1,1,0,65,5,2,1,2.0,6.1,0.44
0,0,1,30,11,5,1,2.0,6.6,0.43
0,0,1,22,20,0,2,5.0,4.9,0.43
1,1,1,39,12,8,3,4.0,4.8,0.38
0,0,0,56,5,7,3,4.0,5.9,0.38
0,0,1,53,5,10,1,3.0,6.7,0.47
1,0,1,36,3,10,3,5.0,6.3,0.43
1,1,1,47,10,5,0,1.0,3.8,0.23
1,0,0,38,14,3,2,4.0,5.9,0.64
1,0,1,23,17,0,2,5.0,4.9,0.41
1,0,0,44,17,4,4,7.0,7.4,0.61
1,0,0,40,6,12,2,4.0,6.1,0.41
1,0,1,31,6,1,1,4.0,5.7,0.43
0,1,1,33,19,1,1,4.0,4.2,0.36
1,0,0,55,9,1,3,4.0,5.4,0.29
1,1,0,28,17,12,4,9.0,8.5,0.73
1,0,1,62,10,11,1,4.0,5.5,0.31
0,0,1,47,2,3,3,4.0,5.0,0.45
0,0,0,40,10,7,3,5.0,6.5,0.52
0,1,0,57,13,5,3,6.0,5.5,0.45
1,0,1,43,4,9,2,3.0,4.9,0.28
1,0,0,23,1,5,4,6.0,5.9,0.67
0,0,0,22,15,6,1,5.0,6.1,0.45
0,1,0,35,15,7,2,6.0,7.8,0.59
1,1,0,21,5,1,3,6.0,8.1,0.61
1,1,0,32,18,6,2,3.0,6.4,0.42
0,0,1,31,15,1,1,2.0,5.5,0.36
1,1,1,51,18,9,4,7.0,5.9,0.63
1,0,0,35,19,5,0,2.0,5.9,0.22
1,0,1,46,6,3,3,4.0,5.1,0.44
1,1,1,36,17,10,2,4.0,4.9,0.43
0,1,0,47,19,9,2,4.0,5.2,0.37
1,1,0,60,18,1,1,3.0,5.9,0.33
1,0,0,27,4,12,0,1.0,1.2,0.07
0,1,1,41,13,7,2,4.0,3.7,0.23
1,1,0,46,2,0,1,2.0,5.9,0.43
0,1,1,49,3,8,0,1.0,5.9,0.11
0,0,0,22,9,0,3,6.0,7.8,0.74
1,0,1,22,5,9,2,5.0,5.9,0.44
1,0,1,24,2,6,2,4.0,4.9,0.45
1,0,1,55,18,9,2,3.0,5.3,0.29
0,1,1,55,11,4,0,2.0,5.9,0.45
1,0,0,56,17,12,3,6.0,5.7,0.53
1,0,0,50,18,11,0,1.0,5.9,0.45
0,0,1,24,17,12,2,4.0,6.0,0.4
1,0,0,32,17,3,3,6.0,7.5,0.53
0,1,0,63,17,4,2,5.0,7.6,0.58
0,0,0,60,6,10,4,8.0,7.5,0.77
0,1,1,36,6,2,3,7.0,6.8,0.64
0,0,1,28,13,3,4,4.0,8.4,0.66
1,1,1,58,20,9,2,4.0,6.3,0.47
0,0,1,38,5,8,3,5.0,4.6,0.37
1,1,0,40,16,5,4,4.0,5.9,0.88
0,0,0,36,5,12,3,7.0,7.6,0.72
1,0,1,38,5,1,2,3.0,5.9,0.39
0,0,1,22,8,3,2,3.0,5.1,0.42
1,0,0,47,17,11,2,3.0,4.4,0.38
1,1,0,60,4,2,3,5.0,8.3,0.66
1,0,0,26,16,1,4,6.0,5.6,0.5
1,0,0,42,11,8,0,1.0,4.6,0.31
1,0,1,30,16,5,1,4.0,5.0,0.45
0,1,0,58,4,12,2,5.0,8.3,0.71
0,0,1,26,9,0,3,7.0,9.0,0.75
1,1,0,53,5,4,3,5.0,5.6,0.51
0,0,0,60,14,11,4,7.0,6.9,0.62
1,1,0,27,3,1,2,6.0,7.0,0.54
1,0,1,54,18,0,1,3.0,5.9,0.34
1,0,1,61,4,10,3,7.0,7.0,0.71
0,0,1,48,3,4,2,3.0,5.1,0.36
0,0,0,31,6,4,2,4.0,3.6,0.3
0,0,1,31,11,9,2,5.0,5.0,0.3
0,1,1,22,2,5,2,4.0,4.4,0.38
1,1,1,63,14,4,1,2.0,4.3,0.28
1,1,0,61,12,0,1,3.0,5.4,0.37
0,0,0,58,16,5,1,1.0,5.9,0.01
0,0,0,53,9,8,3,6.0,5.8,0.52
0,1,1,40,12,6,2,5.0,6.8,0.58
0,1,1,43,3,4,1,3.0,6.8,0.48
1,0,1,51,8,6,3,5.0,5.8,0.45
1,1,0,59,4,11,1,2.0,5.9,0.22
1,0,0,28,17,9,2,3.0,2.4,0.14
1,0,0,52,10,12,3,5.0,8.3,0.63
1,0,1,44,3,10,2,4.0,5.7,0.42
0,1,1,39,15,5,2,6.0,7.6,0.63
1,1,0,47,9,0,3,4.0,6.3,0.57
1,1,1,45,1,4,2,3.0,3.8,0.16
0,0,1,36,12,3,2,5.0,7.0,0.48
0,0,0,32,16,3,3,7.0,7.1,0.59
1,1,1,24,17,6,0,1.0,1.9,0.11
1,0,1,35,9,11,0,1.0,5.9,0.45
1,1,1,35,16,12,1,3.0,1.9,0.14
0,1,0,50,13,11,3,4.0,5.6,0.5
1,0,1,25,16,7,3,5.0,6.4,0.48
0,0,0,35,2,7,4,8.0,6.8,0.62
1,0,1,60,11,10,5,10.0,7.3,0.73
1,0,0,26,19,9,3,6.0,5.6,0.42
1,0,1,32,6,3,3,5.0,5.4,0.44
1,1,1,51,13,3,4,8.0,7.3,0.73
1,1,1,29,10,10,3,4.0,5.0,0.37
1,0,1,52,7,2,2,3.0,4.4,0.27
0,0,1,32,5,7,2,3.0,5.9,0.33
1,1,0,43,18,1,2,6.0,7.0,0.62
0,0,0,26,9,1,2,4.0,7.7,0.56
0,0,1,27,13,12,1,2.0,6.1,0.41
1,1,1,38,4,12,2,5.0,4.8,0.38
1,0,0,45,20,2,2,4.0,5.8,0.41
1,0,1,62,4,0,3,4.0,7.5,0.55
0,0,1,62,11,7,1,2.0,2.5,0.08
0,1,0,35,8,11,3,4.0,7.4,0.59
0,1,0,50,9,12,2,5.0,7.6,0.59
0,0,1,23,9,6,2,4.0,6.1,0.43
0,0,1,62,9,7,4,8.0,7.6,0.69
0,1,1,34,19,5,4,8.0,6.6,0.51
1,0,1,23,19,1,1,4.0,6.0,0.39
0,0,1,31,10,11,1,2.0,3.7,0.24
1,0,1,47,2,10,3,6.0,5.9,0.51
1,1,1,39,4,8,4,7.0,7.5,0.75
0,0,1,36,15,6,1,3.0,6.4,0.48
0,0,0,61,7,2,3,6.0,6.7,0.67
1,1,0,22,8,10,3,6.0,7.1,0.49
0,0,0,23,4,3,2,4.0,6.4,0.45
1,0,0,39,15,7,2,4.0,5.4,0.48
0,1,0,48,18,3,2,5.0,7.8,0.74
1,1,1,38,13,4,1,3.0,2.9,0.2
0,1,1,22,20,6,2,5.0,4.9,0.44
1,0,1,31,2,4,4,7.0,8.5,0.81
1,0,1,58,18,9,2,4.0,5.7,0.5
1,0,0,25,17,5,5,9.0,8.8,0.9
0,0,0,65,6,1,0,4.0,4.0,0.29
0,1,0,40,10,9,3,9.0,9.1,0.95
0,0,1,34,12,0,2,3.0,5.4,0.37
1,0,1,29,14,3,1,2.0,4.0,0.19
0,1,0,55,13,12,2,4.0,7.5,0.6
1,0,1,44,18,0,3,6.0,5.7,0.48
1,0,1,37,20,6,3,7.0,6.2,0.61
0,0,0,52,18,5,4,10.0,9.7,0.91
1,1,0,39,6,5,3,7.0,6.1,0.59
0,1,0,34,11,9,4,9.0,7.6,0.7
0,0,0,41,15,8,4,6.0,8.4,0.67
0,1,1,64,11,8,3,5.0,6.9,0.46
1,0,0,50,11,3,1,1.0,0.9,0.45
1,1,0,45,13,6,3,5.0,5.8,0.35
1,1,1,59,6,12,2,3.0,4.4,0.34
0,1,0,57,15,3,2,5.0,6.6,0.65
1,1,1,28,2,7,1,2.0,4.9,0.43
0,1,1,37,18,12,3,6.0,5.9,0.62
1,0,0,55,18,11,2,5.0,7.0,0.63
1,0,0,40,14,9,2,3.0,3.8,0.22
0,0,1,64,7,2,3,5.0,5.0,0.33
1,1,1,39,17,2,3,4.0,5.3,0.46
1,0,1,58,12,1,2,3.0,3.3,0.24
0,1,0,22,15,12,2,4.0,3.9,0.22
1,0,1,60,18,2,5,9.0,8.7,0.93
1,0,1,26,6,8,2,3.0,5.9,0.35
0,1,1,22,10,1,2,5.0,6.4,0.47
1,1,1,45,6,9,1,3.0,2.2,0.16
0,0,0,37,19,5,1,1.0,3.7,0.18
1,0,1,26,10,11,1,4.0,5.5,0.45
1,1,0,31,1,7,2,3.0,3.0,0.25
0,0,1,38,19,9,1,3.0,6.5,0.41
1,1,1,31,10,9,1,2.0,4.4,0.39
1,0,1,59,2,12,0,1.0,5.9,0.45
1,0,1,48,5,2,2,4.0,5.1,0.39
1,0,1,50,18,8,1,2.0,4.7,0.28
1,1,1,34,15,0,1,2.0,5.9,0.24
1,0,0,31,17,11,4,7.0,8.0,0.66
0,1,0,53,15,3,2,5.0,7.6,0.65
1,0,1,22,7,11,3,6.0,7.9,0.65
1,0,1,30,4,5,2,5.0,5.9,0.47
1,0,1,56,13,1,1,2.0,4.7,0.32
0,0,0,60,3,1,2,3.0,5.9,0.4
1,0,1,25,1,4,3,6.0,7.6,0.65
0,0,0,47,4,9,1,3.0,6.7,0.5
0,1,0,65,8,12,2,5.0,6.0,0.41
0,0,1,65,9,6,0,1.0,2.7,0.2
0,0,0,65,4,7,4,4.0,7.9,0.71
0,0,0,46,14,1,2,4.0,5.7,0.33
0,0,1,63,2,3,3,5.0,6.8,0.47
0,0,1,43,12,1,1,2.0,5.8,0.34
1,0,0,55,20,6,4,7.0,6.3,0.56
0,1,1,60,1,2,2,3.0,6.3,0.39
1,0,1,50,2,7,4,9.0,5.9,0.8
1,0,1,24,14,1,3,6.0,4.2,0.32
1,0,1,50,19,0,1,2.0,4.3,0.2
1,0,0,59,3,2,3,6.0,7.3,0.66
1,0,1,35,20,2,2,5.0,6.3,0.5
0,1,0,59,18,10,3,6.0,9.7,0.88
0,1,1,63,3,8,1,3.0,4.4,0.2
1,0,1,28,9,12,1,3.0,5.9,0.34
0,0,1,56,6,10,2,2.0,4.0,0.28
0,0,0,38,14,12,4,8.0,8.7,0.74
1,1,0,59,15,12,1,1.0,2.4,0.17
0,0,1,23,18,3,2,5.0,4.7,0.38
0,1,0,31,16,12,3,7.0,7.8,0.59
0,0,1,37,5,2,1,2.0,4.2,0.19
1,0,0,40,17,7,2,4.0,4.5,0.29
1,1,0,39,4,2,3,7.0,6.9,0.55
0,0,1,63,16,3,2,4.0,5.9,0.59
0,0,0,58,13,6,2,3.0,2.0,0.13
0,1,1,42,13,2,3,6.0,4.8,0.34
0,0,1,41,16,6,3,6.0,4.9,0.36
1,0,0,51,17,0,1,4.0,4.5,0.45
1,1,1,46,4,4,2,4.0,5.1,0.39
1,0,0,34,9,11,4,7.0,5.9,0.56
1,1,1,57,1,1,1,4.0,5.9,0.25
1,0,1,21,10,8,2,4.0,4.3,0.22
0,0,0,46,17,3,1,4.0,4.2,0.31
1,0,1,23,14,9,1,4.0,5.9,0.43
0,0,0,51,8,12,4,8.0,7.2,0.65
0,0,1,37,17,2,3,5.0,7.3,0.5
0,0,1,52,12,5,1,2.0,5.9,0.39
0,0,0,58,4,4,1,4.0,6.5,0.44
1,0,1,40,12,5,2,3.0,5.4,0.46
1,0,0,63,20,1,2,4.0,4.5,0.37
1,0,1,56,5,12,2,5.0,6.4,0.46
0,0,0,22,3,10,2,5.0,6.5,0.45
0,1,1,43,17,5,2,4.0,2.5,0.45
0,1,0,57,14,9,2,5.0,7.3,0.53
0,1,1,31,2,4,1,3.0,4.8,0.43
0,1,1,28,1,12,3,6.0,6.1,0.53
0,0,0,47,19,11,4,7.0,6.5,0.61
1,0,0,26,10,9,3,7.0,7.6,0.71
1,0,0,57,16,7,2,5.0,6.0,0.52
0,1,0,22,15,3,2,4.0,6.6,0.56
0,1,0,60,13,2,2,3.0,5.0,0.34
0,0,1,60,5,6,1,3.0,6.3,0.4
1,0,0,50,17,6,2,4.0,7.5,0.6
0,0,1,52,4,5,5,4.0,9.0,0.76
0,0,0,41,3,10,3,7.0,7.3,0.65
0,0,0,24,2,10,2,3.0,6.7,0.48
0,0,0,63,12,7,3,7.0,6.8,0.62
1,0,0,30,2,9,3,5.0,5.3,0.38
0,0,0,65,17,0,1,2.0,4.4,0.31
0,1,0,65,9,7,3,6.0,7.5,0.56
0,0,0,28,12,6,2,5.0,6.9,0.66
0,0,0,24,12,8,3,6.0,6.4,0.61
1,0,0,61,19,11,4,7.0,6.9,0.57
0,1,1,37,17,1,2,3.0,5.8,0.45
0,0,1,40,4,12,0,1.0,1.9,0.45
0,0,1,37,1,6,1,2.0,6.9,0.48
1,0,0,58,20,6,3,6.0,8.4,0.69
0,0,1,32,5,1,2,3.0,3.9,0.26
1,0,1,64,5,10,2,4.0,4.4,0.38
1,0,1,21,14,2,2,4.0,5.9,0.34
1,1,1,65,11,8,2,4.0,6.3,0.45
1,0,0,28,8,9,2,6.0,7.9,0.59
0,1,1,28,13,7,2,3.0,3.2,0.12
0,1,0,23,11,0,3,6.0,8.0,0.61
1,1,0,32,19,11,0,1.0,0.9,0.45
1,1,1,45,12,9,2,4.0,5.5,0.4
1,1,0,62,3,12,3,7.0,9.2,0.89
0,1,0,27,8,1,2,5.0,8.0,0.59
1,0,0,64,15,12,2,4.0,4.3,0.38
1,0,0,43,16,8,2,4.0,5.6,0.42
1,1,0,39,3,3,4,7.0,7.6,0.68
1,0,1,56,3,4,2,3.0,3.1,0.22
0,1,1,58,8,11,1,2.0,1.6,0.08
1,1,1,52,9,4,1,2.0,3.3,0.12
0,0,1,49,18,8,1,2.0,3.4,0.28
0,0,1,26,2,10,2,5.0,6.4,0.45
0,0,0,50,15,0,1,2.0,4.7,0.25
0,0,0,65,19,1,4,7.0,8.3,0.64
1,0,1,38,19,2,2,3.0,6.2,0.5
1,1,1,34,20,8,3,6.0,5.9,0.54
0,0,1,24,9,3,0,1.0,2.3,0.09
1,1,0,51,7,6,1,3.0,5.3,0.42
1,0,1,42,12,6,4,8.0,6.8,0.45
1,1,1,24,11,10,1,3.0,5.5,0.38
0,0,0,42,13,11,3,4.0,6.9,0.47
0,1,0,24,9,4,0,2.0,4.7,0.33
1,0,0,41,14,5,0,1.0,1.6,0.03
0,0,1,21,3,11,2,4.0,4.8,0.43
1,0,1,33,3,4,3,6.0,6.0,0.36
0,1,0,29,10,1,2,4.0,6.4,0.58
1,0,1,39,9,11,1,4.0,6.6,0.48
0,1,0,54,10,9,3,7.0,9.1,0.8
0,0,1,45,15,1,4,7.0,7.6,0.68
1,0,1,38,13,6,0,1.0,3.5,0.13
0,1,1,54,10,8,3,5.0,6.7,0.61
0,0,1,49,20,0,1,4.0,4.7,0.3
0,0,0,21,8,1,3,6.0,6.7,0.56
1,1,1,36,15,2,2,2.0,3.3,0.24
1,0,0,34,8,4,3,6.0,5.2,0.3
0,0,1,46,16,9,2,3.0,5.3,0.43
1,0,0,25,16,10,2,5.0,6.6,0.58
0,0,1,54,7,9,3,5.0,4.0,0.3
1,1,1,26,9,10,4,8.0,8.3,0.76
0,0,0,28,16,12,3,5.0,7.6,0.59
0,0,1,65,9,8,2,3.0,5.9,0.33
1,0,0,21,13,2,0,1.0,0.8,0.05
0,1,1,59,4,10,4,8.0,7.9,0.7
1,0,1,53,2,8,2,5.0,8.6,0.66
0,0,1,63,17,7,1,2.0,4.9,0.34
0,1,1,23,7,8,2,2.0,3.3,0.24
0,1,0,61,17,1,3,6.0,7.2,0.66
1,1,1,35,2,1,2,2.0,3.7,0.26
0,0,0,31,2,8,4,10.0,10.0,1.0
1,0,1,54,4,8,2,4.0,7.5,0.58
1,0,1,56,19,4,1,4.0,3.0,0.24
0,1,0,51,19,4,1,3.0,5.4,0.3
1,0,1,61,10,10,2,4.0,4.5,0.32
0,0,1,22,19,8,1,5.0,7.1,0.51
0,0,1,25,5,9,2,4.0,5.8,0.53
1,1,1,37,8,7,2,5.0,6.5,0.58
0,1,0,65,14,8,2,4.0,5.6,0.37
1,0,0,34,3,11,4,7.0,7.2,0.62
1,0,1,42,15,12,0,1.0,3.5,0.16
0,0,0,50,6,3,2,4.0,4.2,0.25
0,0,1,59,2,5,2,4.0,6.8,0.63
1,0,0,32,4,1,1,3.0,6.8,0.47
1,1,1,34,20,4,2,4.0,2.7,0.2
1,1,1,43,6,6,4,7.0,7.4,0.58
0,0,1,33,18,3,3,5.0,6.4,0.44
1,0,1,22,2,8,0,1.0,5.9,0.45
1,0,1,41,6,11,1,3.0,6.6,0.47
0,1,0,39,12,0,3,6.0,7.7,0.63
1,0,0,45,5,5,1,4.0,5.9,0.4
1,0,1,45,19,0,2,4.0,5.5,0.46
1,0,1,22,4,10,3,8.0,8.8,0.72
0,1,0,52,4,3,4,8.0,8.8,0.75
1,0,0,45,1,1,2,5.0,5.8,0.54
1,1,1,52,14,1,0,1.0,4.0,0.23
1,0,0,36,17,6,3,6.0,7.0,0.58
1,0,0,28,17,5,2,3.0,4.2,0.35
1,0,1,52,18,0,1,4.0,5.6,0.45
0,0,1,30,9,0,2,4.0,5.0,0.27
1,0,1,47,13,10,2,5.0,7.7,0.58
0,0,0,31,2,3,3,6.0,8.2,0.69
1,0,0,54,4,8,1,2.0,7.1,0.48
0,0,1,33,15,10,4,7.0,7.7,0.75
0,0,1,51,15,0,3,4.0,5.6,0.45
0,0,1,61,12,7,3,7.0,6.1,0.6
1,0,0,42,3,6,2,4.0,6.6,0.62
1,0,1,53,3,7,2,3.0,5.9,0.47
1,1,0,37,15,12,3,8.0,8.0,0.7
1,0,1,28,17,8,3,6.0,6.4,0.43
0,1,1,59,11,7,0,1.0,5.9,0.45
1,0,1,24,6,2,3,4.0,5.1,0.44
0,0,1,36,7,1,0,1.0,2.6,0.11
1,0,1,64,19,4,1,3.0,5.4,0.3
0,1,1,46,4,6,2,5.0,6.5,0.55
1,1,1,27,16,1,2,3.0,5.3,0.48
0,0,1,36,9,6,2,5.0,4.1,0.35
0,1,1,64,20,11,2,5.0,5.5,0.47
1,1,1,60,3,5,2,3.0,4.9,0.36
0,0,1,59,11,0,3,5.0,6.7,0.45
1,1,0,49,10,11,3,5.0,6.6,0.49
0,1,1,24,1,6,1,1.0,3.2,0.15
1,1,0,65,7,0,4,7.0,7.1,0.67
0,0,1,21,17,12,3,6.0,7.4,0.66
0,1,0,34,1,11,2,4.0,8.0,0.68
0,0,0,47,4,2,3,8.0,9.7,0.82
0,1,1,31,11,6,3,7.0,7.9,0.75
1,0,1,61,3,7,2,4.0,5.7,0.48
1,0,1,30,17,0,1,3.0,4.2,0.33
1,1,0,22,12,8,3,6.0,6.2,0.59
0,0,1,48,18,8,2,4.0,5.5,0.45
1,0,1,44,12,12,3,5.0,5.9,0.5
1,0,1,30,1,2,2,4.0,5.9,0.55
0,0,0,37,4,2,2,6.0,7.3,0.51
0,0,0,56,2,7,0,1.0,2.9,0.19
0,0,1,46,13,9,1,4.0,4.8,0.35
0,0,1,32,8,2,1,4.0,5.4,0.47
1,1,0,27,7,11,1,3.0,4.8,0.33
1,0,0,47,10,3,2,4.0,6.0,0.48
0,0,0,32,17,8,3,7.0,8.8,0.81
1,0,1,24,11,6,2,5.0,4.7,0.38
1,0,1,49,3,6,2,5.0,7.7,0.6
1,0,1,26,17,6,2,5.0,4.8,0.31
1,1,0,65,2,11,4,9.0,10.0,0.94
0,0,1,63,7,6,3,7.0,6.8,0.62
0,1,1,56,2,11,2,4.0,6.7,0.47
0,1,0,46,15,9,3,7.0,6.8,0.54
1,1,0,33,11,4,3,4.0,5.9,0.61
0,1,0,48,6,12,3,6.0,6.9,0.7
0,0,0,58,20,5,2,4.0,7.6,0.45
1,1,1,54,6,9,3,6.0,7.3,0.58
1,1,0,61,2,5,0,1.0,3.0,0.21
0,1,0,25,6,8,1,3.0,4.0,0.45
1,1,1,33,8,9,3,4.0,5.9,0.42
0,1,1,64,16,1,3,5.0,4.7,0.32
1,0,1,43,2,0,0,1.0,1.9,0.13
1,0,1,22,15,8,1,3.0,5.3,0.31
0,0,0,51,8,10,4,8.0,7.8,0.45
0,0,0,54,2,7,2,5.0,5.8,0.54
1,0,1,26,4,9,2,3.0,6.9,0.46
0,1,0,57,19,2,2,6.0,6.4,0.57
0,1,1,50,11,9,1,2.0,5.0,0.26
1,0,0,52,5,7,1,3.0,4.2,0.25
1,0,1,62,11,8,2,5.0,6.0,0.49
0,0,0,61,17,7,4,8.0,7.5,0.62
0,0,0,40,16,1,5,8.0,5.9,0.88
0,1,1,59,7,2,1,4.0,5.1,0.41
0,0,1,60,6,4,3,8.0,8.2,0.83
1,0,0,24,7,1,4,8.0,7.6,0.73
0,1,1,48,4,11,0,1.0,3.7,0.21
0,0,0,22,15,8,1,1.0,2.4,0.16
0,0,1,55,20,10,2,3.0,5.8,0.42
1,0,0,33,10,4,1,2.0,4.7,0.24
0,0,1,42,7,1,1,3.0,6.3,0.44
1,0,0,65,19,2,2,6.0,7.4,0.72
1,1,1,29,12,8,1,1.0,5.9,0.05
0,0,0,48,13,6,3,5.0,6.4,0.5
0,1,0,35,7,10,4,7.0,7.7,0.65
0,0,0,54,11,10,3,5.0,6.7,0.53
0,0,1,49,6,7,2,5.0,4.6,0.32
1,0,1,42,3,0,1,2.0,6.6,0.43
0,0,0,64,3,12,3,4.0,7.6,0.78
1,0,0,44,11,6,3,6.0,7.1,0.59
1,0,0,62,16,11,1,3.0,2.9,0.12
1,0,1,58,7,12,3,6.0,5.9,0.64
1,0,0,34,17,4,2,4.0,8.1,0.75
0,1,0,27,4,6,1,1.0,1.5,0.05
0,1,1,46,19,7,0,1.0,1.3,0.02
0,0,1,64,17,1,3,7.0,7.0,0.63
1,0,1,46,7,0,2,2.0,4.3,0.28
0,0,0,23,14,2,3,6.0,7.1,0.58
1,0,1,58,20,5,0,1.0,2.3,0.12
0,1,0,25,19,6,2,5.0,7.7,0.55
0,0,1,51,18,12,3,6.0,4.4,0.39
1,0,0,45,9,12,2,4.0,5.2,0.32
1,1,1,22,15,1,1,2.0,6.2,0.4
0,0,0,35,3,10,3,5.0,6.1,0.59
0,0,0,21,10,11,4,9.0,8.0,0.75
0,1,0,52,18,2,2,6.0,6.8,0.66
0,0,1,29,5,1,1,5.0,7.1,0.52
1,1,0,49,5,11,3,5.0,4.5,0.36
1,0,1,21,7,2,1,3.0,4.2,0.36
1,0,0,38,4,2,2,4.0,6.1,0.37
0,0,1,64,15,9,0,1.0,0.5,0.45
0,0,0,34,12,1,2,5.0,6.0,0.49
1,0,0,46,17,1,2,5.0,6.9,0.51
0,1,0,30,12,2,2,4.0,6.4,0.47
0,0,0,53,5,5,2,4.0,5.8,0.38
1,0,1,26,14,9,2,3.0,4.7,0.34
0,1,0,23,6,3,2,5.0,6.1,0.45
1,0,1,50,16,11,0,1.0,5.9,0.09
0,0,0,25,18,12,2,5.0,5.8,0.53
